IMO Number,Vessel,Year,Month,ACT_AE_CONS,EXP_AE_CONS,AE_Dev_Prcnt,Per24h_Act_AE_Cons,Per24h_Exp_AE_Cons,Avg_ME_Act_SFOC,Avg_ME_Exp_SFOC,ACT_ME_CONS,EXP_ME_CONS,ME_SFOC_Dev_Prcnt,ACT_BLR_CONS,EXP_BLR_CONS,BLR_Dev_Prcnt,Reported CLO Cons.,Expected CLO Cons.,ME kWh,Actual_SCOC,Exp_SCOC,SCOC_Dev_Prcnt,ACT_ME_CONS_Laden,EXP_ME_CONS_Laden,Distance_Laden,ME_Rhr_Laden,Avg_Draught_Laden,Avg_BF_Laden,Avg_Speed_Laden,Per24h_Act_ME_Cons_Laden,ACT_ME_CONS_Ballast,EXP_ME_CONS_Ballast,Distance_Ballast,ME_Rhr_Ballast,Avg_Draught_Ballast,Avg_BF_Ballast,Avg_Speed_Ballast,Per24h_Act_ME_Cons_Ballast,Laden Expected Cons. @ Reported Draft - Reported Speed (@ 0% SFOC%),Ballast Expected Cons. @ Reported Draft - Reported Speed (@ 0% SFOC%),Laden Cons Diff. from Exp. Cons. @0% SFOC%,Laden Cons. Dev. due to M.E (mt),Laden Cons. Dev. due to Hull (mt),Ballast Cons Diff. from Exp. Cons. @0% SFOC%,Ballast Cons. Dev. due to M.E (mt),Ballast Cons. Dev. due to Hull (mt)
9312858,GALWAY SPIRIT,2023,2,86.91,62.39,39.3,3.13,2.25,220.79,187.64,233.6,198.53,17.66,74.97,127.89,-41.38,0,0,1543855.24,0,0,,175.2,147.4,1803,141.9,10.71,4,12.71,29.63,58.4,51.13,876,84,7.05,5,10.43,16.69,19.37,9.76,10.26,7.52,2.74,6.93,5.55,1.38
9312858,GALWAY SPIRIT,2023,3,91.21,103.31,-11.71,2.95,3.34,213.8,189.54,583.9,517.65,12.8,21.9,18.52,18.25,0,0,3093176.18,0,0,,341.9,306.28,3302,270.2,14.02,4,12.22,30.37,242,211.37,3777,327.5,7.12,4,11.53,17.73,19.45,12.9,10.92,8.16,2.76,4.83,3,1.83
9312858,GALWAY SPIRIT,2023,4,85.1,219.39,-61.21,2.84,7.31,160.9,160.9,4.1,4.1,0,235.41,212.34,10.86,0,0,34516.2,0,0,,0,0,0,0,,4,,,4.1,4.1,89,8.5,7,5,10.47,11.71,,9.85,,,,1.86,0.46,1.4
9312858,GALWAY SPIRIT,2023,5,99.3,136.82,-27.42,3.19,4.39,228.95,186.73,239.9,195.66,22.61,32.57,33.05,-1.45,0,0,1309229.81,0,0,,52.9,43.06,476,38,13.5,4,12.53,33.41,187,152.6,2889,272,6.64,4,10.62,16.5,20.83,,12.58,9.63,2.95,,,
9312858,GALWAY SPIRIT,2023,6,84.5,40.83,106.96,2.81,1.36,193.04,183.98,494,470.82,4.92,62.34,137.86,-54.78,0,0,3406160.78,0,0,,494,470.82,4530,363.5,13.47,4,12.46,32.62,0,0,0,0,,4,,,20.49,,12.13,9.23,2.9,,,
9312858,GALWAY SPIRIT,2023,7,116.41,97.62,19.25,3.74,3.13,220.25,188.2,87.4,74.68,17.03,172.55,139.5,23.69,0,0,560984.43,0,0,,87.4,74.68,884,71,11.73,4,12.45,29.54,0,0,0,0,,4,,,19.64,,9.9,7.12,2.78,,,
9312858,GALWAY SPIRIT,2023,8,121.95,106.96,14.01,3.88,3.4,210.77,186.94,177.4,157.35,12.74,48.05,106.36,-54.82,0,0,2908208.45,0,0,,177.4,157.35,1936,176.5,13.33,4,10.97,24.12,0,0,0,0,,4,,,14.05,,10.07,8.08,1.99,,,
9312858,GALWAY SPIRIT,2023,9,115.96,42.83,170.74,3.89,1.44,238.48,190.61,108.8,86.96,25.11,109.93,115.39,-4.73,0,0,1184416.03,0,0,,40.1,34.14,453,39.5,13.2,4,11.47,24.36,68.7,52.82,1076,113,7.25,5,9.52,14.59,16.06,,8.3,6.02,2.28,,,
9312858,GALWAY SPIRIT,2023,10,119.7,55.78,114.59,3.86,1.8,205.35,184.65,260.9,234.61,11.21,131.4,131.92,-0.39,0,0,1593545.5,0,0,,162.9,142.49,1885,161,9.94,4,11.71,24.28,98,92.12,1761,168.5,7.36,4,10.45,13.96,14.97,9.78,9.31,7.19,2.12,4.18,2.79,1.39
9312858,GALWAY SPIRIT,2023,11,110.2,95.97,14.83,3.73,3.24,190.24,182.83,488.4,469.37,4.05,27.5,23.63,16.38,0,0,3053611,0,0,,331.3,319.02,2886,223,14.2,5,12.94,35.66,157.1,150.35,2525,237,7.25,4,10.65,15.9,23.79,10.28,11.87,8.5,3.37,5.62,4.16,1.46
9312858,GALWAY SPIRIT,2023,12,108.8,96.27,13.02,3.44,3.05,197.87,183.17,134.6,124.6,8.03,63.2,71.87,-12.06,1666,1810,4390340.5,0.35,0.38,-7.89,134.6,124.6,909,73,14.2,5,12.45,44.25,0,0,0,0,,4,,,21.32,,22.93,19.91,3.02,,,
9312858,GALWAY SPIRIT,2024,1,6.3,5.47,15.17,3.6,3.12,,,0,0,,6.6,3.34,97.6,0,0,0,,,,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9312860,LIMERICK SPIRIT,2023,1,88.62,134.28,-34,2.87,4.34,193.11,192.18,23,22.89,0.48,79.37,88.62,-10.44,0,0,485248.68,0,0,,3.7,3.59,167,24,9.23,4,6.96,3.7,19.3,19.3,289,24,7.2,5,12.04,19.3,,14.93,,,,4.37,3.38,0.99
9312860,LIMERICK SPIRIT,2023,2,85.92,105.79,-18.78,3.06,3.77,281.57,198.76,1.7,1.2,41.67,98.11,114.14,-14.04,0,0,363872.81,0,0,,0,0,0,0,,4,,,1.7,1.2,67,11.7,7.35,3,5.73,3.47,,,,,,,,
9312860,LIMERICK SPIRIT,2023,3,105.19,159.93,-34.23,3.4,5.17,206.47,177.98,40.51,34.92,16.01,133.41,146.27,-8.79,0,0,787377.84,0,0,,0,0,0,0,,4,,,40.51,34.92,408,28.8,7.55,5,14.17,33.76,,24.51,,,,9.25,7.63,1.62
9312860,LIMERICK SPIRIT,2023,4,96.9,158.19,-38.74,3.23,5.27,156.6,155.41,36.9,36.62,0.76,80.93,44.64,81.29,0,0,424703.63,0,0,,14.2,13.92,528,63,7.57,4,8.38,5.41,22.7,22.7,305,33.5,11.25,4,9.1,16.21,,,,,,,,
9312860,LIMERICK SPIRIT,2023,5,98.82,159.85,-38.18,3.18,5.15,194.78,178.19,51.2,46.84,9.31,104.21,130.89,-20.38,0,0,567394.48,0,0,,36.7,34.03,631,70.26,9.94,3,8.98,12.54,14.5,12.81,309,31.8,7.5,3,9.72,10.9,,,,,,,,
9312860,LIMERICK SPIRIT,2023,6,106.82,101.01,5.75,3.56,3.37,199.6,186.15,123.4,115.08,7.23,59.97,86.12,-30.36,0,0,1531835.11,0,0,,46.4,42.48,550,45.8,11.46,4,12.01,24.31,77,72.6,1096,94,8.27,3,11.66,19.64,17.17,13.48,7.14,6,1.14,6.16,5.27,0.89
9312860,LIMERICK SPIRIT,2023,7,101.6,49.23,106.38,3.28,1.59,191.32,173.36,104.6,94.78,10.36,54.66,80.68,-32.25,0,0,1315078.07,0,0,,104.6,94.78,1417,114,12,3,12.43,22.02,0,0,0,0,,4,,,19.25,,2.77,1.5,1.27,,,
9312860,LIMERICK SPIRIT,2023,8,107.72,34.01,216.73,3.45,1.09,192.18,183.17,63.1,60.14,4.92,85.59,89.56,-4.43,0,0,878007.93,0,0,,0,0,0,0,,4,,,63.1,60.14,840,76.4,9.22,4,10.99,19.84,,12.13,,,,7.71,6.91,0.8
9312860,LIMERICK SPIRIT,2023,9,95.04,20.78,357.36,3.23,0.71,189.3,180.25,339.1,322.89,5.02,36.71,17.72,107.17,1322,1438,3723306.62,0.33,0.36,-8.33,330.9,315.69,3061,235,14.6,4,13.03,33.79,8.2,7.2,215,24,7.5,3,8.96,8.2,24.7,,9.09,7.45,1.64,,,
9312860,LIMERICK SPIRIT,2023,10,112.57,28.97,288.57,3.58,0.92,193.79,181.55,677.5,634.73,6.74,160.88,96.64,66.47,3016,3270,3496105.8,0.79,0.86,-8.14,677.5,634.73,6739,520.6,12.65,4,12.94,31.23,0,0,0,0,,4,,,22.62,,8.61,7.11,1.5,,,
9312860,LIMERICK SPIRIT,2023,11,115.1,25.68,348.21,3.89,0.87,198.98,185.41,447.9,417.35,7.32,78.6,59.6,31.88,2336,2827,2371737.7,0.91,1.1,-17.27,184.9,170.61,1943,154,10.97,3,12.62,28.82,263,246.74,4549,421.6,7.5,3,10.79,14.97,18.36,10.37,10.46,9.24,1.22,4.6,3.91,0.69
9312860,LIMERICK SPIRIT,2023,12,125.6,73.71,70.4,4.01,2.35,195.93,184.91,366.4,345.8,5.96,91.6,112.12,-18.3,2288,2374,2298843.2,0.92,0.95,-3.16,263.6,248.63,2883,231.6,12.6,4,12.45,27.32,102.8,97.17,1603,142,7.5,3,11.29,17.36,20.26,11.86,7.06,5.72,1.34,5.5,4.71,0.79
9312860,LIMERICK SPIRIT,2024,1,6.6,5.85,12.82,3.91,3.47,198.94,181.31,48.5,44.2,9.73,0,0,,232,240,243788,0.88,0.91,-3.3,48.5,44.2,502,40.5,13.75,4,12.4,28.74,0,0,0,0,,4,,,20.25,,8.49,7.15,1.34,,,
9318072,LOS ANGELES SPIRIT,2023,1,121.5,80.53,50.88,3.92,2.6,194.21,183.85,54,51.12,5.63,102.6,71.56,43.38,0,0,2282395.66,0,0,,0,0,0,0,,4,,,54,51.12,613,56.2,7.72,4,10.91,23.08,,15.34,,,,7.74,6.74,1
9318072,LOS ANGELES SPIRIT,2023,2,121.6,88.15,37.95,4.33,3.14,202.92,183.27,66.7,60.24,10.72,119.8,196.63,-39.07,0,0,2138087.71,0,0,,17.7,15.73,380,56.5,15.5,5,6.73,7.52,49,44.51,486,34.8,7.8,4,13.97,33.79,,33.97,,,,-0.18,-2.39,2.21
9318072,LOS ANGELES SPIRIT,2023,3,119.49,99.94,19.56,3.86,3.23,196.69,178.94,86.9,79.06,9.92,138.09,152.5,-9.45,0,0,2166741.66,0,0,,86.9,79.06,787,61,12.4,4,12.9,34.19,0,0,0,0,,4,,,29.7,,4.49,2.56,1.93,,,
9318072,LOS ANGELES SPIRIT,2023,4,118,98.44,19.87,3.97,3.31,189.71,180.71,151,143.83,4.99,134.6,153.23,-12.16,0,0,3312662.25,0,0,,129,122.37,1081,87,16.3,5,12.43,35.59,22,21.46,448,48,7.8,5,9.33,11,41.88,,-6.29,-9.01,2.72,,,
9318072,LOS ANGELES SPIRIT,2023,5,118.2,90.13,31.14,3.84,2.93,188.75,179.44,371.5,353.17,5.19,54.4,44.8,21.43,0,0,3581980.85,0,0,,332.7,316.56,2656.2,202.3,15.8,4,13.13,39.47,38.8,36.61,662,69.9,7.8,4,9.47,13.33,44.73,,-5.26,-8.17,2.91,,,
9318072,LOS ANGELES SPIRIT,2023,6,129.6,97.47,32.96,4.22,3.17,194.21,179.31,183.7,169.6,8.31,117.2,97.23,20.54,0,0,4631312.16,0,0,,183.7,169.6,1495,116.5,15.8,4,12.83,37.84,0,0,0,0,,4,,,41.69,,-3.85,-6.56,2.71,,,
9318072,LOS ANGELES SPIRIT,2023,7,133.5,95.19,40.25,4.32,3.08,194.55,179.42,110.7,102.09,8.43,52.7,44.56,18.27,0,0,3670537.61,0,0,,87.1,79.82,682,55,17.05,4,12.4,38.01,23.6,22.27,289,23,7.75,3,12.57,24.58,,23.34,,,,1.24,-0.28,1.52
9318072,LOS ANGELES SPIRIT,2023,8,124.5,81.96,51.9,4.03,2.65,,,0,0,,148.11,184.69,-19.81,0,0,1497970.04,0,0,,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9318072,LOS ANGELES SPIRIT,2023,9,118,84.68,39.35,3.92,2.81,204.92,186.62,56.9,51.82,9.8,114.3,84.97,34.52,0,0,1485132.88,0,0,,24,21.35,353,48,16,4,7.35,12,32.9,30.47,637,78.5,7.8,5,8.11,10.06,,,,,,,,
9318072,LOS ANGELES SPIRIT,2023,10,121.6,92.5,31.46,3.94,3,191.02,175.16,146.7,134.52,9.05,171.7,156.74,9.54,1005,1066,3285310.3,0.28,0.3,-6.67,140,128.19,950,72,16,3,13.19,46.67,6.7,6.33,92,9,7.5,4,10.22,17.63,46.66,12.32,0.01,-3.02,3.03,5.31,4.51,0.8
9318072,LOS ANGELES SPIRIT,2023,11,118.1,86.09,37.18,3.98,2.9,191.23,179,592.8,554.9,6.83,45.43,39.84,14.03,0,0,5037738,0,0,,568.8,532.12,3592,264,16.35,4,13.61,51.71,24,22.78,258,23,7.65,5,11.22,25,54.21,17.11,-2.5,-6.02,3.52,7.89,6.78,1.11
9318072,LOS ANGELES SPIRIT,2023,12,126.43,96.81,30.6,3.99,3.05,185.8,180.9,778.2,757.68,2.71,126.8,109.27,16.04,2790,2954,5407148.32,0.47,0.5,-6,378.7,360.7,2337,175.5,16.7,4,13.32,51.79,399.5,396.98,3803,286,7.8,4,13.3,33.52,51.26,29.12,0.53,-2.8,3.33,4.4,2.51,1.89
9318072,LOS ANGELES SPIRIT,2024,1,8.9,7.2,23.61,3.68,2.98,181.53,181.53,23.5,23.5,0,4.9,2.02,142.57,400,430,345798.68,1.06,1.14,-7.02,0,0,0,0,,4,,,23.5,23.5,298,24,7.8,5,12.42,23.5,,23.89,,,,-0.39,-1.94,1.55
9378369,TIANLONG SPIRIT,2023,1,130.2,114.75,13.46,4.25,3.74,181.19,181.19,699.8,699.8,0,40.5,25.72,57.47,0,0,4986308.07,0,0,,554.9,554.9,3219,254.5,13.8,4,12.65,52.33,144.9,144.9,1248,106.7,7.74,5,11.7,32.56,32.73,23.52,19.6,14.87,4.73,9.04,5.64,3.4
9378369,TIANLONG SPIRIT,2023,2,131.26,114.05,15.09,4.69,4.07,176.05,176.05,113.6,113.6,0,148.92,101.93,46.1,0,0,1319257.79,0,0,,101.4,101.4,651,54.5,13.2,4,11.94,44.65,12.2,12.2,164,20,7.8,4,8.2,14.7,27.66,,16.99,13,3.99,,,
9378369,TIANLONG SPIRIT,2023,3,137.13,121.5,12.86,4.43,3.93,182.77,179.74,567.1,557.71,1.68,75.1,109.32,-31.3,0,0,5048300.09,0,0,,567.1,557.71,3531,284.5,15.8,4,12.41,47.84,0,0,0,0,,4,,,35.52,,12.32,7.19,5.13,,,
9378369,TIANLONG SPIRIT,2023,4,135.47,117.22,15.57,4.52,3.91,196.01,196.01,186.3,186.3,0,93.61,109.03,-14.14,0,0,1508813.13,0,0,,0,0,0,0,,4,,,186.3,186.3,2145,215.5,7.8,4,9.95,20.75,,14.67,,,,6.08,3.96,2.12
9378369,TIANLONG SPIRIT,2023,5,138,123.27,11.95,4.41,3.94,185.88,185.39,155.7,155.29,0.26,88.81,79.32,11.96,0,0,5376219.53,0,0,,107.3,106.89,708,58.5,15.8,3,12.1,44.02,48.4,48.4,545,60.5,7.7,5,9.01,19.21,31.8,11.22,12.22,7.63,4.59,7.99,6.37,1.62
9378369,TIANLONG SPIRIT,2023,6,126.79,115.49,9.78,4.23,3.85,189.93,184.24,125.7,121.93,3.09,47.7,39.34,21.25,0,0,3346999.61,0,0,,82.7,82.7,598,48,13.2,5,12.46,41.35,43,39.23,588,68.5,7.6,3,8.58,15.09,31.81,,9.54,4.95,4.59,,,
9378369,TIANLONG SPIRIT,2023,7,129.5,117.97,9.77,4.19,3.82,191.37,190.99,110.6,110.38,0.2,76.21,89.98,-15.3,0,0,3356049.44,0,0,,84.4,84.23,591,48.5,12.47,4,12.19,41.76,26.2,26.15,307,41.5,7.8,4,7.4,15.14,29.11,,12.65,8.45,4.2,,,
9378369,TIANLONG SPIRIT,2023,8,139,122.81,13.18,4.5,3.98,200.98,198.87,75.3,74.51,1.06,107.6,91.56,17.52,0,0,3049327.99,0,0,,52.2,51.93,438,47,15.9,5,9.32,26.66,23.1,22.58,260,24,7.8,5,10.83,23.1,16.62,18.98,10.04,7.64,2.4,4.12,1.38,2.74
9378369,TIANLONG SPIRIT,2023,9,121.67,97.69,24.55,4.07,3.27,177.43,177.43,169.5,169.5,0,12.67,13.01,-2.61,0,0,5743880.55,0,0,,161.4,161.4,849,72,15.4,5,11.79,53.8,8.1,8.1,147,18,7.8,5,8.17,10.8,29.45,,24.35,20.1,4.25,,,
9378369,TIANLONG SPIRIT,2023,10,142.36,125.55,13.39,4.62,4.07,187.4,183.51,549,537.61,2.12,166.3,91.69,81.37,0,0,4050966.1,0,0,,370.7,366.58,2026,164.9,15.4,5,12.29,53.95,178.3,171.03,2116,238.4,7.6,4,8.88,17.96,33.08,,20.87,16.09,4.78,,,
9378369,TIANLONG SPIRIT,2023,11,51.7,39.85,29.74,1.72,1.33,261.72,208.52,21.3,16.97,25.52,19.1,15.73,21.42,0,0,81384,0,0,,0,0,0,0,,4,,,21.3,16.97,377,48,6.7,5,7.85,10.65,,,,,,,,
9378369,TIANLONG SPIRIT,2023,12,138.4,129.66,6.74,4.43,4.15,211.09,198.21,354.1,332.48,6.5,111.8,42.18,165.05,4395,3517,2746347.6,1.47,1.18,24.58,0,0,0,0,,4,,,354.1,332.48,5295,473.5,7.51,4,11.18,17.95,,20.09,,,,-2.14,-5.04,2.9
9378369,TIANLONG SPIRIT,2024,1,4.2,4.1,2.44,4.2,4.1,,,0,0,,1.1,0.67,64.18,200,155,124968,1.47,1.14,28.95,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9379208,JIAOLONG SPIRIT,2023,1,117.6,8.11,1350.06,3.76,0.26,191.75,185.52,379.4,367.08,3.36,31.6,22.67,39.39,0,0,4105840.1,0,0,,379.4,367.08,3531,290.2,11.3,4,12.17,31.38,0,0,0,0,,4,,,28.48,,2.9,1.47,1.43,,,
9379208,JIAOLONG SPIRIT,2023,2,112.3,19.7,470.05,3.99,0.7,187.14,186.88,245.8,245.46,0.14,142.2,117.86,20.65,0,0,2820042.63,0,0,,215.3,215.3,1732,146,11.13,4,11.86,35.39,30.5,30.16,435,48,13.25,4,9.06,15.25,26.42,12.79,8.97,7.64,1.33,2.46,1.82,0.64
9379208,JIAOLONG SPIRIT,2023,3,117.5,13.52,769.08,3.79,0.44,186.59,181.88,219.1,213.57,2.59,95.3,116.42,-18.14,0,0,1843138.13,0,0,,183.4,177.87,1447,119.5,15.22,4,12.11,36.83,35.7,35.7,458,47,13.25,4,9.74,18.21,30.22,15.74,6.61,5.09,1.52,2.47,1.68,0.79
9379208,JIAOLONG SPIRIT,2023,4,112,10.15,1003.45,3.73,0.34,164.49,160.85,27.1,26.5,2.26,78.7,76.55,2.81,0,0,240438.71,0,0,,0,0,0,0,,4,,,27.1,26.5,255,24,7.7,3,10.63,27.1,,16.97,,,,10.13,9.28,0.85
9379208,JIAOLONG SPIRIT,2023,5,120.6,14.13,753.5,3.89,0.46,162.65,150.84,33.6,31.16,7.83,184.8,205.31,-9.99,0,0,296139.77,0,0,,10.9,10.75,81,6.7,13.7,2,12.09,39.04,22.7,20.41,283,25.3,7.7,2,11.19,21.62,26.89,18.98,12.15,10.8,1.35,2.64,1.69,0.95
9379208,JIAOLONG SPIRIT,2023,6,109.4,15.3,615.03,3.65,0.51,174.64,174.06,97.5,97.18,0.33,66.5,77.6,-14.3,0,0,3879748.15,0,0,,88,88,713,58,16.63,4,12.29,36.41,9.5,9.18,138,14.6,7.75,3,9.45,15.57,36.23,12.23,0.18,-1.64,1.82,3.34,2.72,0.62
9379208,JIAOLONG SPIRIT,2023,7,127.3,9.46,1245.67,4.13,0.31,186.91,184.26,385.6,380.13,1.44,113.9,109.28,4.23,0,0,2378576.56,0,0,,108.6,108.6,828,71,11.63,4,11.66,36.71,277,271.53,3493,338.6,7.7,4,10.32,19.63,25.46,16.24,11.25,9.97,1.28,3.39,2.57,0.82
9379208,JIAOLONG SPIRIT,2023,8,120.9,7.97,1416.94,3.86,0.25,182.18,180.27,249.4,246.79,1.06,2.4,0,,2085,2951,6370515,0.3,0.43,-30.23,249.4,246.79,1925,169,14.8,4,11.39,35.42,0,0,0,0,,4,,,24.59,,10.83,9.59,1.24,,,
9379208,JIAOLONG SPIRIT,2023,9,138.9,46.03,201.76,4.64,1.54,204.73,191.09,272.2,254.06,7.14,114.5,68.11,68.11,3109,4591,3245045.6,0.88,1.3,-32.31,105.7,97.33,866,73,14.8,4,11.86,34.75,166.5,156.73,2048,214,7.7,4,9.57,18.67,27.47,13.15,7.28,5.9,1.38,5.52,4.86,0.66
9379208,JIAOLONG SPIRIT,2023,10,121.9,114.35,6.6,3.95,3.71,194.02,187.72,394.3,381.5,3.36,6.6,5.5,20,3634,5916,4329200,0.77,1.26,-38.89,0,0,0,0,,4,,,394.3,381.5,3984,372,7.69,5,10.71,25.44,,18.33,,,,7.11,6.19,0.92
9379208,JIAOLONG SPIRIT,2023,11,118.4,109.48,8.15,3.95,3.65,184.25,184.02,47.1,47.04,0.13,86.8,72.56,19.63,841,1231,1090497.4,0.71,1.04,-31.73,39.6,39.6,264,24.5,17,5,10.78,38.79,7.5,7.44,99,11.8,7.7,5,8.39,15.31,25.92,,12.87,11.57,1.3,,,
9379208,JIAOLONG SPIRIT,2023,12,122.1,110.59,10.41,3.89,3.52,191.35,189,620.9,613.27,1.24,6.6,6.35,3.94,3691,6002,4494196.86,0.76,1.23,-38.21,620.9,613.27,5010,497,17,5,10.08,29.98,0,0,0,0,,4,,,21.51,,8.47,7.39,1.08,,,
9379208,JIAOLONG SPIRIT,2024,1,6.7,5.99,11.85,3.65,3.27,,,0,0,,3.8,4.1,-7.32,67,104,60340,1.02,1.59,-35.85,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9379210,SHENLONG SPIRIT,2023,1,125.2,99.05,26.4,4.04,3.2,176.55,176.55,10.1,10.1,0,125.7,195.38,-35.66,0,0,290209.74,0,0,,0,0,0,0,,4,,,10.1,10.1,213,22,7.8,4,9.68,10.98,,13.63,,,,-2.65,-3.08,0.43
9379210,SHENLONG SPIRIT,2023,2,91.92,180.69,-49.13,3.28,6.45,180.17,180.17,9.4,9.4,0,65.22,70.01,-6.84,0,0,857158.84,0,0,,0,0,0,0,,4,,,9.4,9.4,145,17.5,7.95,4,8.29,12.88,,,,,,,,
9379210,SHENLONG SPIRIT,2023,3,108.12,104.09,3.87,3.47,3.34,193.96,189.17,496.3,484.06,2.53,81.59,89.4,-8.74,0,0,3681094.21,0,0,,496.3,484.06,3607,287,13.43,5,12.57,41.5,0,0,0,0,,4,,,32.65,,8.85,7.83,1.02,,,
9379210,SHENLONG SPIRIT,2023,4,103.61,89.3,16.02,3.51,3.02,179.38,179.29,404.7,404.5,0.05,51.52,58.44,-11.84,0,0,4110912.27,0,0,,381.2,381.2,2765,233.5,17.14,5,11.84,39.18,23.5,23.3,183,17,7.8,3,10.76,33.1,,17.62,,,,15.48,14.93,0.55
9379210,SHENLONG SPIRIT,2023,5,107.74,95.45,12.88,3.45,3.06,187.04,185.71,369.7,367.06,0.72,126.01,107.61,17.1,0,0,3381833.69,0,0,,11,9.25,73,6.42,15.7,3,11.37,41.12,358.7,357.81,3356,262,7.8,4,12.81,32.85,26.42,29.78,14.7,13.87,0.83,3.07,2.14,0.93
9379210,SHENLONG SPIRIT,2023,6,110.4,93.48,18.1,3.65,3.09,206.07,200.76,88,85.73,2.65,94.1,93.34,0.81,0,0,1962262.77,0,0,,88,85.73,902,93,15.7,5,9.7,22.71,0,0,0,0,,4,,,18.01,,4.7,4.14,0.56,,,
9379210,SHENLONG SPIRIT,2023,7,115.06,98.5,16.81,3.75,3.21,214.49,196.46,151,138.31,9.18,78.6,68.19,15.27,0,0,3656607.94,0,0,,0,0,0,0,,4,,,151,138.31,1562,137.5,8,5,11.36,26.35,,21.92,,,,4.43,3.74,0.69
9379210,SHENLONG SPIRIT,2023,8,128.95,122.84,4.97,4.15,3.95,169.89,164.14,273,263.76,3.5,48.35,96.9,-50.1,1229,1202,4480771.3,0.25,0.25,0,40,40,299,24,15.8,4,12.46,40,233,223.76,2854,255,7.8,4,11.19,21.92,35.92,20.41,4.08,2.96,1.12,1.51,0.87,0.64
9379210,SHENLONG SPIRIT,2023,9,124.6,113.84,9.45,4.15,3.79,198.91,190.81,173,165.95,4.25,89.3,75.65,18.04,1792,1645,1338335.8,1.23,1.13,8.85,116,114.05,892,71,16.2,4,12.56,39.21,57,51.9,741,71.3,7.8,3,10.39,19.19,38.04,16,1.17,-0.02,1.19,3.19,2.69,0.5
9379210,SHENLONG SPIRIT,2023,10,122.63,109.8,11.68,3.96,3.54,,,0,0,,159.02,154.4,2.99,1344,1243,1084420,1.14,1.05,8.57,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9379210,SHENLONG SPIRIT,2023,11,129.85,118.33,9.74,4.33,3.94,188.26,188.26,19.1,19.1,0,97.7,87.18,12.07,5003,4817,3872015.5,1.19,1.14,4.39,19.1,19.1,207,18.5,10.7,5,11.19,24.78,0,0,0,0,,4,,,22.7,,2.08,1.37,0.71,,,
9379210,SHENLONG SPIRIT,2023,12,137,118.71,15.41,4.37,3.78,188.93,188.93,162.3,162.3,0,55.71,47.81,16.52,4122,4148,3212121.72,1.18,1.19,-0.84,42,42,319,29.68,13.9,5,10.75,33.96,120.3,120.3,1701,183,7.8,5,9.3,15.77,21.2,12.41,12.76,12.1,0.66,3.36,2.97,0.39
9379210,SHENLONG SPIRIT,2024,1,10.3,9.6,7.29,4.19,3.9,188.75,185.84,56.3,55.43,1.57,0.7,0,,609,594,512424.18,1.09,1.07,1.87,56.3,55.43,419,35.02,13.9,4,11.96,38.58,0,0,0,0,,4,,,27.94,,10.64,9.77,0.87,,,
9385192,PINNACLE SPIRIT,2023,1,93.9,91.48,2.65,3.05,2.97,197.29,185.03,276.2,259.04,6.62,90.52,140.16,-35.42,0,0,3978169.97,0,0,,53.8,50.58,462,42,13.98,4,11,30.74,222.4,208.46,2397,224.5,7.5,5,10.68,23.79,,17.93,,,,5.86,3.99,1.87
9422835,GARIBALDI SPIRIT,2023,1,93.4,90.19,3.56,3.03,2.93,182.73,175.92,224.7,216.33,3.87,126.32,172.55,-26.79,1988,2831,2211239.25,0.83,1.18,-29.66,215.8,207.63,2082,151,13.45,5,13.79,34.3,8.9,8.7,201,23.98,7.2,5,8.38,8.9,,,,,,,,
9422835,GARIBALDI SPIRIT,2023,2,82.3,81.69,0.75,2.96,2.93,185.05,179.8,238.5,231.74,2.92,99.06,74.74,32.54,1612,2508,1827768.18,0.81,1.26,-35.71,176.8,170.72,1540,118,13.71,4,13.05,35.96,61.7,61.02,850,71,7.2,4,11.97,20.84,,,,,,,,
9422835,GARIBALDI SPIRIT,2023,3,115,108.24,6.25,3.71,3.49,188.68,184.38,250.79,245.08,2.33,116.02,115.7,0.28,2433,3620,2347563.5,0.95,1.42,-33.1,136.9,133.02,1306,104.6,13.26,4,12.49,31.41,113.89,112.06,1802,181.7,7.2,4,9.92,15.04,,,,,,,,
9422835,GARIBALDI SPIRIT,2023,4,102.71,100.7,2,3.41,3.34,188.45,179.02,182.8,173.65,5.27,57.4,55.78,2.9,1347,2133,1538517.56,0.81,1.28,-36.72,168.8,159.65,1722,129.1,13.36,3,13.34,31.38,14,14,237,32,7.2,4,7.41,10.53,,,,,,,,
9422835,GARIBALDI SPIRIT,2023,5,99.41,95.58,4.01,3.19,3.06,184.46,177.89,205.1,197.8,3.69,130.06,90.19,44.21,2116,3309,2430277.21,0.8,1.25,-36,67.6,65.23,774,64.2,12.3,4,12.06,25.27,137.5,132.57,1540,114.2,7.16,3,13.49,28.89,,,,,,,,
