IMO Number,Vessel,Year,Month,ACT_AE_CONS,EXP_AE_CONS,AE_Dev_Prcnt,Per24h_Act_AE_Cons,Per24h_Exp_AE_Cons,Avg_ME_Act_SFOC,Avg_ME_Exp_SFOC,ACT_ME_CONS,EXP_ME_CONS,ME_SFOC_Dev_Prcnt,ACT_BLR_CONS,EXP_BLR_CONS,BLR_Dev_Prcnt,Reported CLO Cons.,Expected CLO Cons.,ME kWh,Actual_SCOC,Exp_SCOC,SCOC_Dev_Prcnt,ACT_ME_CONS_Laden,EXP_ME_CONS_Laden,Distance_Laden,ME_Rhr_Laden,Avg_Draught_Laden,Avg_BF_Laden,Avg_Speed_Laden,Per24h_Act_ME_Cons_Laden,ACT_ME_CONS_Ballast,EXP_ME_CONS_Ballast,Distance_Ballast,ME_Rhr_Ballast,Avg_Draught_Ballast,Avg_BF_Ballast,Avg_Speed_Ballast,Per24h_Act_ME_Cons_Ballast,Laden Expected Cons. @ Reported Draft - Reported Speed (@ 0% SFOC%),Ballast Expected Cons. @ Reported Draft - Reported Speed (@ 0% SFOC%),Laden Cons Diff. from Exp. Cons. @0% SFOC%,Laden Cons. Dev. due to M.E (mt),Laden Cons. Dev. due to Hull (mt),Ballast Cons Diff. from Exp. Cons. @0% SFOC%,Ballast Cons. Dev. due to M.E (mt),Ballast Cons. Dev. due to Hull (mt)
9248409,SEOUL SPIRIT,2023,7,112.7,107.42,4.92,3.61,3.44,200.37,179.23,131.2,117.36,11.79,7.4,8.52,-13.15,70,71,4954851.4,0.01,0.01,0,131.2,117.36,1004,78.4,13.75,4,12.81,40.16,0,0,0,0,,4,,,,,,,,,,
9248409,SEOUL SPIRIT,2023,8,118.1,103.95,13.61,3.82,3.36,213.13,201.27,39,36.83,5.89,168.2,133.02,26.45,500,529,325976.42,1.41,1.49,-5.37,0,0,0,0,,4,,,39,36.83,582,55,8,4,10.58,17.03,,,,,,,,
9248409,SEOUL SPIRIT,2023,9,116.5,112.13,3.9,3.91,3.77,203.77,192.02,329.9,310.89,6.11,88.2,100.51,-12.25,4760,4692,3928718.73,1.11,1.1,0.91,75.2,62.05,548,43.2,16,5,12.69,41.78,254.7,248.84,3390,309.5,8,4,10.95,19.74,,,,,,,,
9248409,SEOUL SPIRIT,2023,10,111.3,108.74,2.35,3.61,3.53,196.87,179.58,333,303.75,9.63,48.9,69.63,-29.77,4815,4456,3848282.6,1.15,1.07,7.48,315.3,287.48,2612,224,15.7,4,11.66,33.78,17.7,16.27,234,22.3,8,5,10.49,19.03,,,,,,,,
9248409,SEOUL SPIRIT,2023,11,114.5,112.01,2.22,3.82,3.73,199.47,194.44,298,290.48,2.59,74.4,76.18,-2.34,2351,2766,1817917,1.19,1.4,-15,0,0,0,0,,4,,,298,290.48,4178,437,8,3,9.56,16.36,,,,,,,,
9248409,SEOUL SPIRIT,2023,12,107.4,103.12,4.15,3.41,3.27,200.64,182.49,470,427.48,9.95,122.3,109.34,11.85,4322,4647,4022183,0.99,1.06,-6.6,435.3,396.18,3563,289,15.75,3,12.33,36.15,34.7,31.3,488,45,7.6,4,10.84,18.46,,,,,,,,
9248409,SEOUL SPIRIT,2024,1,6.1,5.63,8.35,2.52,2.33,,,0,0,,10.7,5.17,106.96,0,0,0,,,,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9281009,EVEREST SPIRIT,2023,1,79.3,51.83,53,2.54,1.66,,,0,0,,91.05,44.4,105.07,0,0,2206924.55,0,0,,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9281009,EVEREST SPIRIT,2023,2,80.61,59.25,36.05,2.87,2.11,208.7,192.2,48.7,44.85,8.58,224.19,145.36,54.23,0,0,1195144.62,0,0,,0,0,0,0,,4,,,48.7,44.85,608,47.5,7.05,4,12.8,24.6,,20.94,,,,3.66,3.08,0.58
9281009,EVEREST SPIRIT,2023,3,83.31,29.74,180.13,2.69,0.96,186.01,182.68,300,294.64,1.82,147.74,111.95,31.97,0,0,3196831.08,0,0,,300,294.64,2827,228.5,13,4,12.37,31.51,0,0,0,0,,4,,,23.46,,8.05,7.4,0.65,,,
9281009,EVEREST SPIRIT,2023,4,96.4,93.39,3.22,3.22,3.12,200.11,189.38,268.6,254.19,5.67,80.3,55.81,43.88,0,0,3261531.74,0,0,,205.8,198.32,2036,164,11.33,4,12.41,30.12,62.8,55.87,583,52.4,7.27,5,11.13,28.81,22.31,14.64,7.81,7.19,0.62,14.17,13.76,0.41
9281009,EVEREST SPIRIT,2023,5,97.92,88.8,10.27,3.18,2.88,199.73,194.87,419.9,409.68,2.49,73.56,71.7,2.59,0,0,2601525.74,0,0,,412.8,402.58,4400,376,13.33,4,11.7,26.35,7.1,7.1,147,14.98,7.2,5,9.81,11.45,20.22,,6.13,5.57,0.56,,,
9281009,EVEREST SPIRIT,2023,6,99.72,73.96,34.83,3.33,2.47,202.9,201.14,161.8,160.4,0.87,137.21,134.9,1.71,0,0,898013.49,0,0,,111.4,110.24,1234,104.8,12.34,3,11.77,25.51,50.4,50.16,881,81,7.1,4,10.88,14.91,19.61,13.38,5.9,5.35,0.55,1.53,1.16,0.37
9281009,EVEREST SPIRIT,2023,7,110.32,92,19.91,3.56,2.97,186.69,185.12,242.9,240.86,0.85,200.08,174.43,14.71,0,0,1330539.67,0,0,,148.1,146.89,1527,124.5,11.8,4,12.27,28.55,94.8,93.97,1986,202.4,7.21,4,9.81,11.25,22.37,,6.18,5.56,0.62,,,
9281009,EVEREST SPIRIT,2023,8,107.2,43.16,148.38,3.43,1.38,191.35,189.73,232.5,230.53,0.85,123.19,75.8,62.52,0,0,2585206.71,0,0,,214,212.07,2154,178,12.39,4,12.1,28.85,18.5,18.46,394,43.5,7.2,5,9.06,10.22,21.91,,6.94,6.33,0.61,,,
9281009,EVEREST SPIRIT,2023,9,111.1,99.78,11.34,3.69,3.31,189.55,185.55,188,184.04,2.15,144.4,107.68,34.1,315,365,1910425.42,0.15,0.18,-16.67,91.5,87.79,952,77.5,11.35,4,12.28,28.34,96.5,96.25,1822,185,7.22,4,9.85,12.52,21.7,,6.64,6.03,0.61,,,
9281009,EVEREST SPIRIT,2023,10,113.35,106.33,6.6,3.66,3.44,197.26,189.05,137,131.3,4.34,157.15,209.53,-25,1028,1165,962511.2,0.98,1.11,-11.71,124.6,120.96,1344,109.5,11.9,3,12.27,27.31,12.4,10.34,252,33.5,7.19,4,7.52,8.86,21.73,,5.58,4.97,0.61,,,
9281009,EVEREST SPIRIT,2023,11,96.1,92.11,4.33,3.21,3.07,177.57,177.57,132.7,132.7,0,165.3,172.49,-4.17,1208,1430,1297495,0.86,1.01,-14.85,125.5,125.5,1212,95,12.5,5,12.76,31.71,7.2,7.2,229,30.5,7.15,4,7.51,5.67,25.79,,5.92,5.2,0.72,,,
9281009,EVEREST SPIRIT,2023,12,59,56.69,4.07,2.98,2.86,179.75,179.71,84.9,84.88,0.02,73.3,63.55,15.34,1798,2086,1932980,0.86,0.99,-13.13,64.6,64.6,591,47,12.5,4,12.57,32.99,20.3,20.28,310,28.6,7.3,5,10.84,17.06,24.37,13.62,8.62,7.94,0.68,3.44,3.06,0.38
9282053,ESTHER SPIRIT,2023,1,94.46,102.49,-7.83,3.12,3.39,189.04,186.24,152.3,150.04,1.51,116.43,130.09,-10.5,0,0,1672010.45,0,0,,104.3,102.04,1061,83.9,10.97,5,12.65,29.84,48,48,871,87,7.25,5,10.01,13.22,22.75,10.81,7.09,6.27,0.82,2.41,2.02,0.39
9282053,ESTHER SPIRIT,2023,2,86.49,44.71,93.45,3.09,1.6,,,0,0,,139.63,168.91,-17.33,0,0,145146.05,0,0,,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9282053,ESTHER SPIRIT,2023,3,99.2,61.02,62.57,3.11,1.91,191.53,188.22,75.8,74.49,1.76,181.27,175.45,3.32,0,0,1092993.54,0,0,,75.8,74.49,705,62.1,12.29,5,11.35,29.29,0,0,0,0,,4,,,18.6,,10.69,10.02,0.67,,,
9282053,ESTHER SPIRIT,2023,4,94.61,76.62,23.48,3.15,2.55,175.84,175.84,34.6,34.6,0,201.45,192.26,4.78,0,0,704733.5,0,0,,6.2,6.2,72,6.5,10,5,11.08,22.89,28.4,28.4,685,73,7.25,4,9.38,9.34,15.69,,7.2,6.63,0.57,,,
9282053,ESTHER SPIRIT,2023,5,92.62,36.35,154.8,3.05,1.2,189.74,189.74,43.2,43.2,0,132.83,125.44,5.89,0,0,1812610.89,0,0,,39.3,39.3,474,38.5,10.9,3,12.31,24.5,3.9,3.9,93,9.5,7.25,3,9.79,9.75,20.05,,4.45,3.72,0.73,,,
9282053,ESTHER SPIRIT,2023,6,103.69,104,-0.3,3.39,3.4,192.43,187.75,55.9,54.54,2.49,130.17,167.27,-22.18,0,0,869840.39,0,0,,28.3,26.94,299,23.7,11.43,4,12.62,28.66,27.6,27.6,612,63.9,7.34,4,9.58,10.38,23.03,,5.63,4.8,0.83,,,
9282053,ESTHER SPIRIT,2023,7,98.4,80.49,22.25,3.16,2.59,191.07,189.67,30,29.78,0.74,116.59,114.77,1.59,0,0,801383.03,0,0,,19.4,19.18,222,18.5,13.45,4,12,25.17,10.6,10.6,209,22,7.35,5,9.5,11.52,,,,,,,,
9282053,ESTHER SPIRIT,2023,8,96.9,65.6,47.71,3.15,2.13,197.9,197.9,9.1,9.1,0,148.49,136.64,8.67,0,0,503950.83,0,0,,9.1,9.1,197,23,7.35,3,8.57,9.5,0,0,0,0,,4,,,,,,,,,,
9282053,ESTHER SPIRIT,2023,9,93.07,77.85,19.55,3.1,2.6,208.57,201.82,37.1,35.9,3.34,137.17,106.41,28.91,0,0,920453.54,0,0,,19.2,18,208,17.7,12.2,3,11.75,26.03,17.9,17.9,377,39,7.35,3,9.67,10.98,19.29,,6.74,6.04,0.7,,,
9282053,ESTHER SPIRIT,2023,10,96.45,83.8,15.1,3.11,2.7,197.5,197.5,13.8,13.8,0,254.25,213.07,19.33,0,0,134816.54,0,0,,8.8,8.8,116,13.8,11.1,5,8.41,15.3,5,5,100,10.1,7.25,5,9.9,11.9,,,,,,,,
9282053,ESTHER SPIRIT,2023,11,87.4,75.52,15.73,2.91,2.51,197.87,186.49,18.6,17.53,6.1,239.3,196.47,21.8,0,0,237004.47,0,0,,0,0,0,0,,4,,,18.6,17.53,251,24,7.3,3,10.46,18.6,,11.63,,,,6.97,6.55,0.42
9282053,ESTHER SPIRIT,2023,12,91.1,79.62,14.42,2.92,2.55,188.86,185.94,185.8,182.93,1.57,75.9,54.52,39.21,3934,3769,3526308.69,1.03,0.98,5.1,178.9,176.04,1760,135.8,12.7,4,12.96,31.62,6.9,6.89,101,9,7.5,3,11.22,18.16,25.94,14.18,5.68,4.74,0.94,3.98,3.47,0.51
9292515,ERIK SPIRIT,2023,1,99,3.2,2993.75,3.16,0.1,195.87,195.87,33.1,33.1,0,95.3,73.4,29.84,270,316,2504065.88,0.1,0.12,-16.67,0,0,0,0,,4,,,33.1,33.1,589.4,75.7,7.25,5,7.79,10.51,,,,,,,,
9292515,ERIK SPIRIT,2023,2,82.8,4.2,1871.43,3.01,0.15,205.27,185.63,74.1,67.01,10.58,110,98.2,12.02,705,646,574299.96,1.13,1.03,9.71,31.1,29.71,286,23,11.5,4,12.43,32.45,43,37.3,422,44.5,7.1,5,9.48,23.24,22.25,,10.2,9.54,0.66,,,
9292515,ERIK SPIRIT,2023,3,102.6,4,2465,3.31,0.13,202.91,190.82,82.6,77.68,6.33,136,110.69,22.87,1620,1561,1392179.61,1.07,1.03,3.88,79.3,74.38,784.3,65.5,13,4,11.97,29.06,3.3,3.3,76,7.6,7.1,4,10,10.31,21.11,,7.95,7.33,0.62,,,
9292515,ERIK SPIRIT,2023,4,96.1,3.6,2569.44,3.16,0.12,185.5,185.48,121.8,121.79,0.01,138.3,113.38,21.98,1520,1372,1131727.67,1.24,1.12,10.71,84.8,84.79,903,72,13.1,4,12.54,28.27,37,37,619,61.2,7.1,4,10.11,14.51,23.95,10.86,4.32,3.61,0.71,3.65,3.33,0.32
9292515,ERIK SPIRIT,2023,5,111,15.5,616.13,3.64,0.51,195.72,194.25,79.7,79.1,0.76,200,117.35,70.43,1078,967,1148404.53,0.86,0.77,11.69,55.9,55.3,550,43.9,12.7,4,12.53,30.56,23.8,23.8,559,61,7.1,4,9.16,9.37,23.8,,6.76,6.06,0.7,,,
9292515,ERIK SPIRIT,2023,6,113.8,16.1,606.83,3.79,0.54,188.71,185.74,112.8,111.02,1.6,222.1,172.46,28.78,1265,1076,1495467.55,0.78,0.66,18.18,98,96.22,977,78,12.8,5,12.53,30.15,14.8,14.8,385.8,55,7.1,3,7.01,6.46,24.24,,5.91,5.19,0.72,,,
9292515,ERIK SPIRIT,2023,7,119.1,18,561.67,3.85,0.58,180.34,179.06,143,141.99,0.71,153,112.09,36.5,1824,1966,1924108.43,0.87,0.94,-7.45,87.5,86.49,924,74.5,12.5,4,12.4,28.19,55.5,55.5,1003,92,7.1,4,10.9,14.49,23.11,13.35,5.08,4.4,0.68,1.14,0.75,0.39
9292515,ERIK SPIRIT,2023,8,109.3,12.8,753.91,3.53,0.41,200.3,199,91,90.41,0.65,134.2,137.22,-2.2,1410,1368,917917.88,1.41,1.37,2.92,58.9,58.31,745,61.5,10.45,3,12.11,22.99,32.1,32.1,646,64.6,7.1,4,10,11.93,19,,3.99,3.43,0.56,,,
9292515,ERIK SPIRIT,2023,9,119.5,20.3,488.67,3.98,0.68,196.44,191.16,180.6,175.75,2.76,189.5,197.52,-4.06,2280,2395,1756413.12,1.19,1.25,-4.8,129.9,125.05,1245,97,12.7,4,12.84,32.14,50.7,50.7,1109,135.5,7.1,4,8.18,8.97,25.34,,6.8,6.05,0.75,,,
9292515,ERIK SPIRIT,2023,10,118.2,14.3,726.57,3.8,0.46,198.08,195.91,156.8,155.08,1.11,159.3,135.09,17.92,1860,1924,1501301.4,1.14,1.18,-3.39,88.4,86.68,887,67.3,11.7,4,13.18,31.52,68.4,68.4,1302,130.3,7.1,4,9.99,12.6,26.34,,5.18,4.4,0.78,,,
9292515,ERIK SPIRIT,2023,11,109.65,10.15,980.3,3.63,0.34,182.04,179.69,127.7,126.05,1.31,149.9,62.29,140.65,3293,3436,3020826.52,1,1.05,-4.76,98,96.35,935,73,12,4,12.81,32.22,29.7,29.7,473,47.2,7.12,5,10.02,15.08,25,10.78,7.22,6.48,0.74,4.3,3.98,0.32
9292515,ERIK SPIRIT,2023,12,109.4,52.55,108.18,3.56,1.71,209.73,200.72,126.3,120.88,4.48,65.3,40.73,60.32,3834,4248,3743856.5,0.94,1.04,-9.62,0,0,0,0,,4,,,126.3,120.88,1355,111,7.15,4,12.21,27.28,,18.15,,,,9.13,8.59,0.54
9292515,ERIK SPIRIT,2024,1,3.1,3.17,-2.21,3.1,3.17,,,0,0,,3.8,2.93,29.69,0,0,0,,,,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9296377,TOKYO SPIRIT,2023,1,90.2,64.74,39.33,2.91,2.09,,,0,0,,176.36,167.56,5.25,0,0,178814.05,0,0,,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9296377,TOKYO SPIRIT,2023,2,89.9,62.3,44.3,3.21,2.22,193.55,180.08,46.12,42.91,7.48,69.5,58.37,19.07,0,0,1289734.7,0,0,,44.7,42.91,372,30.5,15.98,5,12.2,35.17,1.42,0,0,0,7.6,3,,,29.81,,5.36,2.69,2.67,,,
9296377,TOKYO SPIRIT,2023,3,108.33,27.41,295.22,3.5,0.89,192.98,182.57,81.9,77.48,5.7,136.64,178.26,-23.35,0,0,1215862.65,0,0,,35.7,32.47,296,24.5,11.3,4,12.08,34.97,46.2,45.01,642,65.5,7.87,4,9.8,16.92,23.62,11.84,11.35,9.24,2.11,5.08,4.02,1.06
9296377,TOKYO SPIRIT,2023,4,89.1,70.09,27.12,2.99,2.36,190.33,178.63,41.8,39.23,6.55,98.51,88.5,11.31,0,0,3634414.14,0,0,,41.8,39.23,358,24,13.65,4,14.92,41.8,0,0,0,0,,4,,,44.82,,-3.02,-7.03,4.01,,,
9296377,TOKYO SPIRIT,2023,5,93,53.78,72.93,2.98,1.73,190.29,185.74,51.1,49.88,2.45,79.8,41.95,90.23,0,0,2360345.41,0,0,,0,0,0,0,,4,,,51.1,49.88,530,43,8.03,5,12.33,28.55,,23.41,,,,5.14,3.05,2.09
9296377,TOKYO SPIRIT,2023,6,93.5,75.4,24.01,3.11,2.51,188.77,183.44,156.5,152.08,2.91,69.7,30.8,126.3,0,0,3597332.11,0,0,,156.5,152.08,1267.69,98.5,13.4,5,12.87,38.13,0,0,0,0,,4,,,29.67,,8.46,5.81,2.65,,,
9296377,TOKYO SPIRIT,2023,7,115.5,59.22,95.04,3.73,1.91,190.79,190.39,19.3,19.26,0.21,91.05,88.94,2.37,0,0,3149881.75,0,0,,0,0,0,0,,4,,,19.3,19.26,376,40.5,7.75,4,9.28,11.42,,10.09,,,,1.33,0.43,0.9
9296377,TOKYO SPIRIT,2023,8,101.1,45.43,122.54,3.27,1.47,202.76,200.05,82.2,81.1,1.36,83.6,56.11,48.99,0,0,1753635.59,0,0,,0,0,0,0,,4,,,82.2,81.1,1447,176,8.02,4,8.22,11.21,,,,,,,,
9296377,TOKYO SPIRIT,2023,9,95.3,79.11,20.47,3.19,2.65,216.92,182.1,267.3,224.39,19.12,61.01,39.78,53.37,2970,2875.09,2673143.07,1.02,0.99,3.03,256.8,214.66,1885,156.5,12.4,4,12.04,39.38,10.5,9.73,161,24,7.95,4,6.71,10.5,23.77,,15.61,13.48,2.13,,,
9296377,TOKYO SPIRIT,2023,10,101.1,96.26,5.03,3.3,3.14,202.27,179.3,742.5,658.17,12.81,59.8,86.89,-31.18,6685,6597.42,4491187.7,1.37,1.35,1.48,742.5,658.17,5264,447,12.97,4,11.78,39.87,0,0,0,0,,4,,,22.54,,17.33,15.31,2.02,,,
9296377,TOKYO SPIRIT,2023,11,89.1,74.42,19.73,2.89,2.41,194,190.7,103.2,101.44,1.74,55.9,55.34,1.01,1365,1385.92,556462.8,2.26,2.29,-1.31,0,0,0,0,,4,,,103.2,101.44,1424,148.8,7.9,4,9.57,16.65,,11.1,,,,5.55,4.56,0.99
9296377,TOKYO SPIRIT,2023,12,104.85,92.9,12.86,3.38,3,164.9,163.81,313.6,311.52,0.67,38.06,55.69,-31.66,4664,4543.13,1979943.6,2.17,2.11,2.84,0,0,0,0,,4,,,313.6,311.52,5089,476.5,7.93,3,10.68,15.8,,14.61,,,,1.19,-0.12,1.31
9296377,TOKYO SPIRIT,2024,1,7.8,6.57,18.72,3.28,2.77,,,0,0,,8.44,6.85,23.21,0,0,0,,,,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9296389,MONTREAL SPIRIT,2023,1,103.2,6.68,1444.91,3.33,0.22,196.98,182.61,233.7,216.65,7.87,16.49,0.68,2325,0,0,6037057.23,0,0,,233.7,216.65,1844,161,15.6,4,11.45,34.84,0,0,0,0,,4,,,24.23,,10.61,9.82,0.79,,,
9296389,MONTREAL SPIRIT,2023,2,129.4,48.34,167.69,4.72,1.76,177.87,177.87,281.5,281.5,0,112.14,90.87,23.41,0,0,1969938.99,0,0,,0,0,0,0,,4,,,281.5,281.5,4117,371.7,7.75,4,11.08,18.17,,16.68,,,,1.49,0.95,0.54
9296389,MONTREAL SPIRIT,2023,3,116.39,42.84,171.69,3.72,1.37,179.54,176.88,780.3,768.74,1.5,31.75,9.67,228.34,0,0,5058390.6,0,0,,780.3,768.74,6769,552.5,12.53,4,12.25,33.9,0,0,0,0,,4,,,25.08,,8.82,8,0.82,,,
9296389,MONTREAL SPIRIT,2023,4,110.97,76.36,45.32,3.69,2.54,179.47,178.83,207.9,207.16,0.36,76.46,59.27,29,0,0,1387719.87,0,0,,207.9,207.16,1882,155,12.21,4,12.14,32.19,0,0,0,0,,4,,,24.32,,7.87,7.08,0.79,,,
9296389,MONTREAL SPIRIT,2023,5,91.95,72.13,27.48,2.99,2.35,188.85,180.18,521.8,497.83,4.81,108.5,141.36,-23.25,0,0,3184154.93,0,0,,507.2,487.69,4249,330,12.9,4,12.88,36.89,14.6,10.14,140,8,7.8,3,17.5,44.24,29.06,,7.83,6.88,0.95,,,
9296389,MONTREAL SPIRIT,2023,6,105.92,80,32.4,3.49,2.64,190,184.33,401.6,389.6,3.08,68.06,84.69,-19.64,0,0,2330171.72,0,0,,0,0,0,0,,4,,,401.6,389.6,5228,499.5,7.8,4,10.47,19.3,,14.29,,,,5.01,4.54,0.47
9296389,MONTREAL SPIRIT,2023,7,95.31,74.82,27.39,3.1,2.43,188.51,181.56,683.8,658.58,3.83,89.14,78.85,13.05,0,0,4017092.27,0,0,,501.2,481.1,4264,329,13.19,4,12.96,36.56,182.6,177.48,2018,168,7.78,4,12.01,26.09,29.63,21,6.93,5.96,0.97,5.09,4.41,0.68
9296389,MONTREAL SPIRIT,2023,8,98.5,80.66,22.12,3.19,2.61,193.04,181.78,756.7,712.56,6.19,12.8,13.38,-4.33,0,0,4601440.02,0,0,,426,397.59,4011,331,10.88,4,12.12,30.89,330.7,314.97,2815,195,7.78,3,14.44,40.68,23.68,34.52,7.21,6.44,0.77,6.16,5.03,1.13
9296389,MONTREAL SPIRIT,2023,9,106.1,94.07,12.79,3.54,3.14,190.45,186.15,437.3,427.44,2.31,87.9,70.5,24.68,0,0,2319568.43,0,0,,85.5,82.62,837,71,10.8,4,11.79,28.9,351.8,344.82,4396,389.7,8.4,4,11.28,21.66,21.87,18.06,7.03,6.32,0.71,3.6,3.01,0.59
9296389,MONTREAL SPIRIT,2023,10,110.1,94.94,15.97,3.52,3.04,183.11,179.63,850.1,833.95,1.94,99.3,83.81,18.48,0,0,5228005.25,0,0,,456.8,440.65,3360,264,15.1,4,12.73,41.53,393.3,393.3,3932,317,7.7,4,12.4,29.77,32.27,23.03,9.26,8.21,1.05,6.74,5.99,0.75
9296389,MONTREAL SPIRIT,2023,11,103.9,85.67,21.28,3.49,2.88,184.97,183.26,553.2,548.08,0.93,99.4,77.78,27.8,0,0,4077096.3,0,0,,517.3,512.59,4424,354,13.2,4,12.5,35.07,35.9,35.49,381,31.5,7.65,5,12.1,27.4,26.81,21.75,8.26,7.39,0.87,5.65,4.94,0.71
9296389,MONTREAL SPIRIT,2023,12,104.8,94.56,10.83,3.32,3,190.46,186.79,585.6,574.31,1.97,57,38.41,48.4,2071,3577,3089230.19,0.62,1.07,-42.06,247.1,238.31,1971,154.98,14.6,4,12.72,38.27,338.5,336,4147,382,7.65,4,10.86,21.26,30.6,15.7,7.67,6.67,1,5.56,5.05,0.51
9296389,MONTREAL SPIRIT,2024,1,7.4,6.03,22.72,3.01,2.45,189.02,182.27,100.4,96.81,3.71,0,0,,832,1434,531148.82,1.44,2.48,-41.94,100.4,96.81,725,59.02,14.6,4,12.28,40.83,0,0,0,0,,4,,,27.67,,13.16,12.26,0.9,,,
9312846,DONEGAL SPIRIT,2023,1,105.52,110.2,-4.25,3.39,3.54,226.26,184.88,14.6,11.93,22.38,168.2,269.19,-37.52,0,0,451486.17,0,0,,10.1,7.52,107,8.8,13.71,4,12.16,27.55,4.5,4.41,111,11.9,7,4,9.33,9,19.08,,8.47,7.24,1.23,,,
9312846,DONEGAL SPIRIT,2023,2,82.5,101.63,-18.82,2.96,3.64,190.06,179.61,70.6,66.72,5.82,101.3,243.33,-58.37,0,0,480884.56,0,0,,44.3,43.73,507,40.2,11.63,3,12.61,26.45,26.3,22.99,279,20.5,7,3,13.61,30.94,19.43,20.06,7.02,5.76,1.26,10.88,9.58,1.3
9312846,DONEGAL SPIRIT,2023,3,95.1,56.76,67.55,3.07,1.83,190.44,175.08,57.4,52.77,8.77,181.19,252,-28.1,0,0,567679.84,0,0,,23.9,19.27,271,22.2,13.25,4,12.21,25.84,33.5,33.5,366,23.3,7,3,15.71,34.54,19.25,30.46,6.59,5.34,1.25,4.08,2.11,1.97
9312846,DONEGAL SPIRIT,2023,4,86.7,44.29,95.76,2.89,1.47,153.18,153.18,44,44,0,137.8,148.95,-7.49,0,0,516101.55,0,0,,15.2,15.2,164,14.6,11.8,4,11.23,24.99,28.8,28.8,326,25,7,4,13.04,27.69,14.6,18.34,10.39,9.45,0.94,9.35,8.16,1.19
9312846,DONEGAL SPIRIT,2023,5,99.8,45.61,118.81,3.21,1.47,178,177.01,82.2,81.74,0.56,163.63,243.74,-32.87,0,0,648881.53,0,0,,40.1,40.1,542,45.5,11.58,3,11.91,21.15,42.1,41.64,1129,94.5,7.01,3,11.95,10.69,16.32,13.65,4.83,3.77,1.06,-2.96,-3.84,0.88
9312846,DONEGAL SPIRIT,2023,6,81.9,54.47,50.36,2.74,1.83,189.03,177.57,15,14.09,6.46,116,131.22,-11.6,0,0,169441.55,0,0,,7.3,6.39,105,8.5,11.9,3,12.35,20.61,7.7,7.7,120,10,7,3,12,18.33,18.72,,1.89,0.68,1.21,,,
9312846,DONEGAL SPIRIT,2023,7,118.21,88.21,34.01,3.81,2.85,152.47,145.97,69.2,66.25,4.45,109.92,110.43,-0.46,0,0,701007.3,0,0,,30.7,28.24,395,33.5,11.1,3,11.79,21.99,38.5,38.01,843,91,7.05,3,9.26,10.16,15.18,,6.81,5.83,0.98,,,
9312846,DONEGAL SPIRIT,2023,8,109.01,58.28,87.05,3.55,1.9,167.47,162.17,115.4,111.75,3.27,26.31,21.08,24.81,0,0,3870007.9,0,0,,115.4,111.75,1385,108.3,14.86,2,12.79,25.57,0,0,0,0,,4,,,22.39,,3.18,1.73,1.45,,,
9312846,DONEGAL SPIRIT,2023,9,111.4,99.04,12.48,3.64,3.24,183.29,176.85,443.3,427.72,3.64,81.1,64.35,26.03,1497,1417,3245265.34,0.42,0.4,5,443.3,427.72,4681,354.27,12.1,4,13.21,30.03,0,0,0,0,,4,,,23.9,,6.13,4.58,1.55,,,
9312846,DONEGAL SPIRIT,2023,10,110.9,90.31,22.8,3.67,2.99,170.06,163.87,325.9,314.03,3.78,102.3,112.52,-9.08,1943,2083,1990643.8,0.9,0.96,-6.25,191.8,179.93,2304,185,10.46,4,12.45,24.88,134.1,134.1,1615,123.7,7,3,13.06,26.04,18.15,17.73,6.73,5.56,1.17,8.31,7.16,1.15
9312846,DONEGAL SPIRIT,2023,11,109.4,97.02,12.76,3.65,3.24,183.07,173.5,174.5,165.37,5.52,154.3,158.81,-2.84,1343,1442,1188165.23,1.04,1.12,-7.14,81.2,73.92,988,82.2,11.36,3,12.02,23.71,93.3,91.45,1451,133.5,7,4,10.87,16.78,16.41,10.76,7.3,6.24,1.06,6.02,5.32,0.7
9312846,DONEGAL SPIRIT,2023,12,118.6,105,12.95,3.73,3.3,176.85,174.1,321.8,316.79,1.58,137.7,146.28,-5.87,2410,2549,2475522.66,0.9,0.95,-5.26,187.8,186.52,2144,174.48,11.63,4,12.29,25.83,134,130.27,1727,136.4,7,4,12.66,23.59,18.73,16.86,7.1,5.89,1.21,6.73,5.64,1.09
9312846,DONEGAL SPIRIT,2024,1,6.8,7.68,-11.46,3.08,3.48,168.32,168.32,48.4,48.4,0,1.6,0.75,113.33,280,302,314861.92,0.82,0.88,-6.82,48.4,48.4,513,41,10.8,3,12.51,28.33,0,0,0,0,,4,,,17.83,,10.5,9.35,1.15,,,
9312858,GALWAY SPIRIT,2023,1,100.21,69.05,45.13,3.23,2.22,221.95,183.25,443.8,366.43,21.11,34.3,75.66,-54.67,0,0,2944170.16,0,0,,438.8,362.11,3968,304.5,13.35,5,13.03,34.59,5,4.32,79,7,7.2,5,11.29,17.24,23.68,12.4,10.91,7.55,3.36,4.84,3.08,1.76
